Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D58Y1,843,27/02/2017,SEG,5,4,5,2,2,2,2,2,2,2,2,2,2,5,8,4,7,4,9,9,7,3,3,9,7,3,8,3,8,4,6,9,9,3,10,7,3,6,3,7,3,9,5,10,2,5,3,4,6,6,4,3,8,3,9,9,8,8,2,6,10,8,8,3,8,8,3,9,8,2,2,2,2,7,7,2,5,8,7,9,2,5,3,8,4,4,10,10,3,10,8,6,4,2,5,9
D59Y1,961,28/02/2017,TER,5,5,5,2,2,2,2,2,2,2,2,2,2,7,2,10,7,7,9,9,8,2,10,6,3,7,4,3,5,2,2,4,8,3,2,10,6,2,7,4,8,7,3,5,10,8,8,6,6,7,9,8,10,7,4,9,4,2,8,6,4,9,6,5,3,9,4,10,9,7,2,9,2,9,2,10,3,5,7,9,9,7,8,4,10,6,4,4,6,7,10,3,10,5,10,6
D60Y1,1110,01/03/2017,QUA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,4,6,8,8,9,3,2,10,8,5,7,2,3,4,7,3,5,7,7,3,7,7,8,7,8,8,4,10,10,5,5,6,10,5,5,4,3,9,7,4,10,8,4,5,9,8,7,3,9,8,4,8,9,7,4,4,4,10,6,8,10,5,4,6,6,3,6,10,2,4,7,5,5,2,7,10,7,9,10
D61Y1,790,02/03/2017,QUI,2,5,4,2,2,2,2,2,2,2,2,2,2,8,10,9,2,8,9,8,8,4,2,6,4,4,2,5,9,5,3,10,8,3,2,7,2,3,6,10,5,10,3,7,6,6,3,2,4,2,6,2,3,6,8,4,5,5,8,5,3,5,5,9,5,6,3,8,2,5,4,8,2,3,4,5,9,10,4,3,10,7,10,8,4,6,5,3,9,3,4,5,3,9,10,5
D62Y1,885,03/03/2017,SEX,2,3,3,2,2,2,2,2,2,2,2,2,2,7,2,4,4,5,3,9,2,10,10,7,10,9,8,4,6,9,6,4,7,5,5,5,7,9,7,4,7,10,10,7,9,9,2,2,6,4,5,5,7,3,7,6,7,6,3,3,8,4,3,6,6,9,5,5,8,5,7,9,9,8,6,6,8,4,3,8,2,5,8,4,9,5,8,5,5,8,2,9,9,9,5,7
D63Y1,537,04/03/2017,SÁB,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,10,7,3,6,8,10,10,5,4,2,10,2,10,2,2,7,2,4,9,2,4,9,6,2,10,5,10,2,4,7,4,10,7,3,2,10,6,8,8,6,5,8,5,3,5,7,10,9,3,2,7,9,2,3,8,4,8,5,6,8,2,10,6,3,7,10,8,8,5,8,7,7,4,7,3,9,3
D64Y1,733,05/03/2017,DOM,4,4,5,2,2,2,2,2,2,2,2,2,2,10,5,5,6,5,7,6,9,4,5,4,7,5,2,6,6,7,6,7,10,6,9,2,4,3,5,2,5,7,6,10,5,9,3,3,9,5,7,8,7,6,2,3,8,10,9,2,9,2,5,9,6,5,10,7,3,4,2,3,2,6,2,2,9,9,7,7,7,5,6,8,7,4,2,5,3,5,10,2,8,8,10,6
D65Y1,676,06/03/2017,SEG,2,2,2,2,2,2,2,2,2,2,2,2,2,9,3,5,7,8,7,5,4,3,9,7,3,6,5,10,2,5,7,9,10,2,3,3,4,3,9,2,7,3,5,6,7,2,10,10,5,3,6,2,6,6,3,6,10,3,9,3,6,9,8,10,9,5,8,8,2,5,7,10,3,4,6,7,8,10,5,7,7,7,8,9,10,7,9,4,5,3,6,3,3,7,4,6
D66Y1,943,07/03/2017,TER,3,5,2,2,2,2,2,2,2,2,2,2,2,7,3,8,8,5,3,3,3,8,9,5,8,8,9,8,4,4,5,10,6,8,7,7,3,6,2,9,8,9,9,2,4,10,6,9,7,9,9,3,2,9,5,3,6,5,7,7,3,4,4,2,8,4,5,7,10,5,6,4,2,6,7,10,3,10,9,4,7,4,6,10,6,10,3,6,7,3,4,5,7,9,3,3
D67Y1,686,08/03/2017,QUA,5,2,2,2,2,2,2,2,2,2,2,2,2,9,2,6,3,10,3,5,5,3,8,4,5,2,6,2,10,7,10,6,10,6,7,8,7,2,4,7,4,2,10,6,10,8,6,4,2,4,9,10,5,6,9,5,3,4,8,7,9,4,8,5,2,9,3,7,9,9,2,8,3,4,2,3,6,8,4,10,3,9,7,4,8,5,4,6,8,6,3,6,3,4,7,9
D68Y1,543,09/03/2017,QUI,5,5,4,2,2,2,2,2,2,2,2,2,2,6,3,8,5,8,8,10,8,2,2,6,9,8,9,2,7,10,10,8,6,6,3,7,6,7,10,7,8,3,2,3,6,10,8,9,2,8,6,4,6,8,9,8,6,2,10,2,2,9,10,3,4,9,8,8,6,8,7,2,10,2,9,7,8,2,7,6,6,10,4,7,2,10,3,10,5,10,9,4,6,7,7,10
D69Y1,695,10/03/2017,SEX,3,4,4,2,2,2,2,2,2,2,2,2,2,3,5,8,4,7,2,7,9,8,8,4,4,8,4,9,4,2,7,9,3,5,2,2,8,10,9,9,10,5,2,6,5,3,6,5,2,5,10,2,9,9,10,4,8,9,10,2,7,9,6,2,7,9,10,7,2,8,8,10,4,7,8,4,2,7,3,8,2,5,5,8,10,8,3,2,6,6,9,9,3,3,10,5
D70Y1,540,11/03/2017,SÁB,3,5,2,2,2,2,2,2,2,2,2,2,2,9,3,10,2,5,3,9,9,6,8,4,4,9,7,6,6,6,2,10,4,5,8,10,9,8,10,3,3,5,8,2,8,10,2,3,9,4,6,4,10,5,4,9,2,4,3,5,7,4,4,2,2,8,3,2,4,7,6,10,4,2,7,5,7,4,2,6,6,7,7,3,5,4,3,3,8,10,10,7,8,10,2,3
D71Y1,617,12/03/2017,DOM,4,5,3,2,2,2,2,2,2,2,2,2,2,6,8,5,8,7,10,5,4,4,10,10,6,8,10,9,8,7,3,3,4,10,4,2,4,8,8,2,3,3,3,5,7,8,7,9,6,8,4,7,3,9,2,10,5,10,3,9,7,8,9,7,10,8,6,8,2,9,4,5,6,2,5,10,7,4,10,8,8,7,4,9,6,5,5,4,7,10,7,9,7,4,8,8
D72Y1,1057,13/03/2017,SEG,2,5,2,2,2,2,2,2,2,2,2,2,2,8,6,5,8,5,9,10,8,9,5,10,10,9,10,2,3,5,3,7,6,9,4,4,4,6,5,9,4,10,8,6,4,10,9,7,7,8,10,5,3,7,9,8,3,9,8,9,7,4,6,4,5,2,4,3,4,10,2,5,6,10,8,3,8,3,7,6,10,3,4,2,10,2,5,7,8,8,2,8,4,7,9,7
D73Y1,559,14/03/2017,TER,3,4,4,2,2,2,2,2,2,2,2,2,2,3,5,4,4,3,6,7,7,4,5,4,10,7,3,5,9,9,5,10,5,7,7,2,6,7,5,10,9,5,5,5,10,6,8,3,6,6,9,5,9,2,7,10,5,7,4,9,5,9,5,2,2,6,9,4,4,10,6,7,2,7,4,9,2,8,6,6,5,10,4,7,6,9,10,5,9,2,6,10,9,7,10,3
D74Y1,1034,15/03/2017,QUA,3,3,5,2,2,2,2,2,2,2,2,2,2,7,3,8,6,5,8,4,10,2,10,10,4,7,5,9,8,4,3,8,5,3,8,8,3,3,5,6,10,10,2,3,10,3,5,7,10,6,9,3,3,7,3,8,7,8,7,4,4,5,10,7,4,6,7,9,9,9,5,5,9,9,3,7,9,4,5,6,3,8,9,9,2,2,6,9,3,10,6,3,8,4,8,3
D75Y1,934,16/03/2017,QUI,5,2,3,2,2,2,2,2,2,2,2,2,2,6,8,9,9,8,9,7,5,9,7,7,8,2,4,10,10,9,10,10,7,5,9,8,2,2,4,3,7,8,5,6,3,2,10,3,6,5,5,8,9,10,10,7,2,6,6,5,5,9,10,9,6,6,8,8,3,3,5,9,4,6,8,10,8,3,2,3,2,6,5,7,9,8,9,6,5,8,7,6,5,4,2,10
D76Y1,513,17/03/2017,SEX,2,5,4,2,2,2,2,2,2,2,2,2,2,3,2,9,6,8,7,2,10,2,5,10,6,10,2,5,10,7,2,6,8,4,7,10,6,4,9,6,5,8,5,10,5,5,2,10,9,7,5,8,8,3,2,4,4,6,7,8,3,2,10,2,5,6,2,4,7,4,4,2,4,6,5,3,5,4,7,4,10,6,2,4,3,8,2,2,6,9,9,3,4,4,3,4
D77Y1,700,18/03/2017,SÁB,4,2,2,2,2,2,2,2,2,2,2,2,2,2,10,8,2,10,9,10,3,4,9,8,8,5,9,10,9,2,4,2,7,7,3,2,8,9,9,7,5,9,6,6,10,8,3,9,9,3,6,2,3,8,4,2,7,9,8,2,8,10,6,8,10,2,10,10,8,2,7,5,7,2,8,5,7,4,10,2,3,7,6,2,9,8,2,3,7,9,3,3,10,4,6,10
D78Y1,728,19/03/2017,DOM,5,2,3,2,2,2,2,2,2,2,2,2,2,3,6,7,4,9,7,3,3,3,5,2,5,7,8,5,7,3,8,2,6,6,7,10,6,10,3,4,8,5,7,2,9,3,4,9,7,9,5,9,8,7,4,2,5,7,9,3,3,7,7,10,3,7,5,8,7,3,6,8,10,2,10,7,10,7,7,3,8,4,2,8,8,5,4,3,5,5,6,5,8,5,3,4
D79Y1,1158,20/03/2017,SEG,5,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,9,3,2,9,4,3,7,10,2,4,8,7,9,8,8,7,5,3,9,5,8,2,10,8,10,8,4,7,10,6,10,2,3,6,7,6,2,10,4,9,10,7,3,8,4,3,3,8,5,7,3,9,10,10,2,10,4,5,5,6,3,2,2,9,5,4,2,8,10,6,10,5,7,6,4,10,10,8,6
D80Y1,537,21/03/2017,TER,2,4,4,2,2,2,2,2,2,2,2,2,2,10,9,10,2,8,6,10,8,6,6,6,4,2,4,7,10,4,4,3,8,7,5,7,9,7,9,9,5,4,2,9,8,4,7,9,8,5,2,8,9,4,2,4,6,4,4,4,5,2,8,4,2,10,7,8,5,4,8,2,4,6,2,6,4,6,3,4,4,4,2,7,3,2,5,7,2,8,7,5,7,7,6,5
D81Y1,956,22/03/2017,QUA,5,4,4,2,2,2,2,2,2,2,2,2,2,4,7,5,3,3,8,2,5,10,10,8,4,10,10,7,9,3,3,2,5,6,2,9,9,9,2,4,10,8,6,8,5,3,5,10,8,7,7,8,8,5,5,2,9,2,5,4,8,3,7,9,6,3,3,6,5,9,8,8,7,9,9,7,4,4,5,3,6,5,3,6,4,3,5,10,3,8,2,9,4,8,8,10
D82Y1,1117,23/03/2017,QUI,4,2,4,2,2,2,2,2,2,2,2,2,2,10,5,6,8,3,10,8,7,9,3,4,7,4,6,6,4,5,10,7,5,4,5,9,3,3,9,5,7,4,2,9,3,3,7,4,10,9,3,6,5,8,8,7,9,2,7,9,10,6,10,3,6,3,9,3,2,2,4,9,2,8,5,4,2,7,6,9,9,7,8,6,7,4,8,8,2,10,6,7,5,6,10,2
D83Y1,772,24/03/2017,SEX,3,4,2,2,2,2,2,2,2,2,2,2,2,8,8,2,7,6,4,2,7,3,8,10,2,8,4,3,4,2,7,9,9,6,4,8,6,4,8,5,2,7,6,9,2,8,4,2,7,10,5,8,3,7,5,4,10,9,6,9,4,9,6,2,3,8,4,7,2,9,8,6,6,4,8,10,6,10,7,9,8,10,10,10,9,5,2,8,10,4,2,4,3,5,7,5
D84Y1,1174,25/03/2017,SÁB,3,5,4,2,2,2,2,2,2,2,2,2,2,7,4,5,10,6,6,7,9,8,4,7,3,2,8,3,8,10,6,8,7,10,4,5,6,5,4,4,7,10,7,8,2,8,4,5,2,3,9,10,4,9,4,3,10,3,6,10,10,10,2,5,2,5,4,2,2,9,4,2,4,5,6,9,4,6,3,6,6,10,5,9,2,8,5,4,9,8,8,6,6,10,8,4
D85Y1,1087,26/03/2017,DOM,4,4,2,2,2,2,2,2,2,2,2,2,2,6,3,9,9,3,10,3,6,6,4,3,5,7,10,9,7,6,7,4,2,10,5,3,7,10,4,2,5,7,8,9,2,10,8,6,3,5,4,7,7,5,3,3,9,4,9,2,7,6,10,3,6,3,8,4,3,8,8,8,8,5,6,8,9,5,2,10,8,6,2,8,3,7,7,4,7,4,5,5,2,7,6,10
D86Y1,1016,27/03/2017,SEG,5,2,5,2,2,2,2,2,2,2,2,2,2,7,6,9,7,2,8,10,4,9,6,6,8,6,7,3,6,10,8,8,6,10,10,3,8,2,4,4,5,2,2,6,10,8,7,10,8,6,9,2,4,3,10,6,4,9,7,3,5,6,2,8,5,4,2,4,4,3,10,2,10,2,6,8,2,7,6,7,2,8,7,6,4,4,10,7,4,2,10,6,5,8,4,5
D87Y1,772,28/03/2017,TER,4,5,5,2,2,2,2,2,2,2,2,2,2,6,3,3,7,9,3,5,5,10,3,10,5,5,7,7,9,10,10,8,3,6,9,8,6,8,6,9,4,4,2,4,8,6,4,9,3,2,8,7,8,4,10,3,7,7,7,4,9,2,6,6,6,7,9,2,2,8,7,7,9,4,7,3,8,5,6,10,7,2,10,9,6,4,8,5,9,6,5,4,6,10,7,10
D88Y1,1004,29/03/2017,QUA,3,5,4,2,2,2,2,2,2,2,2,2,2,5,4,4,5,10,5,9,4,8,4,3,9,4,4,6,8,4,5,6,3,5,6,8,5,2,9,5,8,10,10,2,2,10,2,3,4,7,10,5,10,6,3,5,5,7,2,10,10,5,10,10,5,2,2,6,2,7,7,4,8,3,3,8,8,8,7,10,10,10,8,10,4,5,3,2,7,6,3,10,4,4,9,4
D89Y1,894,30/03/2017,QUI,5,4,2,2,2,2,2,2,2,2,2,2,2,3,4,5,3,6,5,9,6,7,10,10,7,3,8,6,6,7,3,7,3,10,5,5,9,8,5,4,8,9,9,10,8,10,8,3,4,6,10,2,7,8,4,7,8,3,9,6,5,4,5,9,4,10,9,4,6,2,10,9,2,10,7,7,5,6,7,9,8,8,6,5,2,5,4,5,10,3,10,9,5,8,7,2
D90Y1,777,31/03/2017,SEX,4,3,3,2,2,2,2,2,2,2,2,2,2,9,3,3,9,2,5,10,6,2,8,5,9,4,7,10,7,4,7,8,4,7,5,9,4,4,7,10,5,6,9,9,9,8,6,5,4,5,5,4,4,6,2,8,7,9,10,9,6,4,4,9,5,9,10,9,10,10,2,9,3,7,2,5,10,5,10,10,6,10,5,10,5,2,4,8,10,9,9,10,8,2,2,3
D91Y1,1165,01/04/2017,SÁB,3,3,3,2,2,2,2,2,2,2,2,2,2,9,10,4,6,3,10,6,7,10,10,2,3,4,9,4,4,3,9,4,6,5,4,3,4,7,6,4,8,3,2,4,9,4,8,4,4,10,5,4,9,10,8,4,3,3,10,2,10,2,5,10,5,8,6,9,2,3,5,9,5,3,7,10,7,9,3,2,3,5,9,4,5,3,5,8,10,5,2,10,3,3,5,2
D92Y1,1027,02/04/2017,DOM,3,4,4,2,2,2,2,2,2,2,2,2,2,6,2,7,10,8,6,9,5,6,9,6,2,9,10,8,3,9,10,6,8,7,3,10,9,7,2,8,6,7,5,9,8,3,9,2,6,8,6,4,9,9,6,6,5,3,10,6,6,8,7,2,3,2,3,2,2,10,5,3,8,3,10,7,4,5,7,8,5,9,7,8,8,3,7,7,9,4,7,7,8,3,2,6
D93Y1,982,03/04/2017,SEG,2,4,4,2,2,2,2,2,2,2,2,2,2,3,5,3,6,6,2,10,9,2,9,9,4,8,3,8,9,6,7,6,10,9,2,5,10,5,9,9,10,5,10,4,3,5,9,9,2,9,6,9,3,4,6,5,2,10,3,9,6,3,7,10,10,6,7,10,8,2,3,2,3,10,8,3,6,10,6,6,10,7,5,10,3,9,3,8,9,9,2,2,9,3,10,9
D94Y1,1160,04/04/2017,TER,2,5,5,2,2,2,2,2,2,2,2,2,2,6,3,2,8,5,3,2,8,4,7,4,6,4,8,7,5,9,2,10,10,6,9,9,6,10,5,5,4,8,9,3,9,3,10,7,3,8,6,7,3,5,4,4,10,3,6,6,4,10,4,10,9,10,7,9,9,7,8,4,6,8,5,4,4,10,3,9,4,10,4,9,9,2,10,3,10,5,9,4,3,2,3,3
D95Y1,1195,05/04/2017,QUA,5,4,3,2,2,2,2,2,2,2,2,2,2,3,4,7,3,6,2,10,9,2,3,5,3,9,4,9,8,6,6,5,9,2,10,2,2,2,8,8,10,6,5,8,5,2,8,2,7,4,5,7,3,3,10,4,2,10,6,4,5,4,2,4,8,2,2,6,5,8,4,3,6,5,2,7,5,3,3,4,5,5,6,4,4,8,9,10,10,9,2,6,5,4,10,7
D96Y1,989,06/04/2017,QUI,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,7,8,10,2,9,5,10,3,9,2,8,4,3,3,5,7,10,4,6,10,7,8,9,8,10,10,2,5,10,3,4,5,4,8,7,9,4,4,7,3,3,3,9,9,6,6,4,7,10,5,7,2,9,6,4,7,8,6,9,9,4,6,2,4,8,2,6,2,9,2,6,9,7,9,8,8,8,4
D97Y1,937,07/04/2017,SEX,2,2,5,2,2,2,2,2,2,2,2,2,2,9,2,5,3,10,7,3,9,8,9,8,10,6,9,9,9,5,8,9,9,5,5,9,10,10,10,9,6,7,5,5,5,4,3,5,2,4,5,7,7,9,6,5,4,2,3,5,7,7,5,6,6,8,3,4,7,6,4,10,6,4,6,10,2,9,3,9,5,8,9,2,4,7,6,9,10,9,8,2,10,9,8,6
D98Y1,964,08/04/2017,SÁB,3,5,2,2,2,2,2,2,2,2,2,2,2,5,3,10,4,6,3,8,7,10,7,7,9,5,10,6,3,2,2,5,4,10,6,4,6,2,10,10,5,5,3,5,3,9,8,2,8,7,3,4,3,4,3,7,3,4,9,8,3,8,7,4,4,10,2,3,6,9,10,6,7,10,4,9,3,8,2,4,6,9,4,10,3,4,9,6,5,6,7,6,6,6,6,5
D99Y1,1042,09/04/2017,DOM,5,5,3,2,2,2,2,2,2,2,2,2,2,5,8,4,2,6,9,8,4,2,5,9,4,6,2,4,4,7,4,5,8,4,3,2,6,10,10,7,9,5,7,2,6,2,2,6,6,8,10,7,3,10,5,3,8,7,3,9,8,2,7,4,9,5,4,3,5,7,10,2,3,5,5,6,2,6,9,3,6,8,2,10,2,6,10,10,9,5,2,2,7,10,8,10
D100Y1,540,10/04/2017,SEG,4,5,5,2,2,2,2,2,2,2,2,2,2,8,2,2,9,8,8,6,7,4,5,10,5,3,2,6,5,6,8,10,9,9,4,2,5,8,7,2,2,6,10,7,6,9,10,3,10,6,4,5,7,2,5,8,2,3,3,5,10,9,8,2,10,4,8,8,8,7,8,10,2,7,4,6,6,6,4,5,6,7,10,7,5,4,5,4,7,4,8,7,3,5,3,6
D101Y1,1099,11/04/2017,TER,4,5,4,2,2,2,2,2,2,2,2,2,2,3,2,9,6,10,2,5,5,2,5,8,10,9,7,4,9,4,9,6,9,9,6,6,6,5,3,7,10,9,10,4,5,5,9,6,3,5,4,8,5,5,6,2,6,6,6,7,3,4,4,2,2,2,8,9,9,2,3,10,6,3,2,2,2,8,6,10,8,6,9,8,9,4,7,3,10,9,7,6,9,10,2,6
D102Y1,547,12/04/2017,QUA,3,4,2,2,2,2,2,2,2,2,2,2,2,5,7,10,5,7,4,8,4,9,6,9,8,8,7,5,5,4,2,3,10,10,10,3,7,5,7,7,7,4,9,7,9,2,2,6,3,10,9,7,6,7,4,4,4,3,10,10,3,3,8,10,8,6,4,4,7,6,6,7,8,10,5,7,6,5,3,4,10,6,2,3,7,2,9,2,5,5,6,10,2,4,9,2
D103Y1,633,13/04/2017,QUI,3,3,4,2,2,2,2,2,2,2,2,2,2,3,10,4,9,8,8,8,8,5,5,6,4,6,7,8,3,2,2,8,3,10,9,3,2,9,8,4,2,9,9,10,9,8,5,3,6,5,2,7,5,2,2,10,7,3,10,6,5,2,3,9,3,10,10,6,9,5,9,10,6,9,10,9,3,7,6,10,5,9,4,6,5,3,6,5,4,9,5,9,3,10,9,2
D104Y1,666,14/04/2017,SEX,4,3,4,2,2,2,2,2,2,2,2,2,2,5,10,5,9,8,5,6,3,10,9,6,6,2,6,5,6,7,10,4,8,8,8,5,8,7,5,7,10,5,9,9,7,4,8,7,4,3,3,5,6,9,10,3,5,4,5,3,10,3,3,3,5,6,7,3,8,3,8,10,7,7,2,4,2,4,2,5,10,6,7,8,3,6,6,10,8,2,3,6,2,2,5,2
D105Y1,1092,15/04/2017,SÁB,3,4,3,2,2,2,2,2,2,2,2,2,2,10,5,6,6,9,8,5,3,9,10,3,10,3,4,3,4,10,8,4,7,6,8,4,7,3,8,8,2,4,6,9,10,5,10,8,9,10,6,9,5,5,3,7,4,6,9,2,9,7,4,8,9,3,7,3,6,3,9,8,4,8,8,2,6,10,3,8,6,8,6,10,10,5,6,3,7,2,9,4,10,5,10,5
D106Y1,907,16/04/2017,DOM,5,5,5,2,2,2,2,2,2,2,2,2,2,8,2,10,2,5,2,8,9,3,3,2,7,9,8,10,5,4,7,6,9,2,10,6,6,3,10,2,9,7,9,4,6,3,10,4,7,4,10,4,7,5,9,9,6,4,3,9,4,7,3,7,2,4,5,9,7,2,4,5,3,2,3,2,9,10,5,7,6,3,7,8,4,5,9,6,10,9,5,8,4,9,3,10
D107Y1,1070,17/04/2017,SEG,3,4,3,2,2,2,2,2,2,2,2,2,2,7,7,8,6,7,4,7,6,9,9,7,6,8,6,5,10,7,2,7,2,5,7,2,8,10,2,7,4,4,3,10,10,6,2,3,5,2,9,4,10,10,6,2,7,10,4,8,3,2,7,2,7,7,7,7,8,7,5,6,3,2,8,9,4,8,7,6,4,5,6,5,5,6,7,2,4,9,8,3,5,9,8,5
D108Y1,763,18/04/2017,TER,3,2,2,2,2,2,2,2,2,2,2,2,2,10,5,10,7,7,8,6,6,6,6,4,9,7,7,9,9,6,3,6,6,8,10,2,5,9,3,9,2,8,4,7,8,8,2,4,5,7,10,3,10,6,3,8,3,6,4,8,8,9,4,4,2,10,6,8,10,6,5,10,4,9,5,5,5,10,2,7,6,4,5,9,6,7,5,10,8,7,3,5,5,8,4,5
D109Y1,1127,19/04/2017,QUA,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,6,10,2,2,9,10,7,7,9,9,2,3,2,5,2,10,5,2,6,7,3,3,6,2,2,7,9,6,4,8,3,9,8,2,10,9,9,10,10,6,6,10,7,10,4,6,9,5,10,9,7,5,2,8,2,10,7,9,5,5,3,2,7,10,10,7,2,8,3,3,6,6,7,6,4,7,6,9
D110Y1,734,20/04/2017,QUI,3,5,5,2,2,2,2,2,2,2,2,2,2,6,2,9,4,5,7,3,6,7,5,5,5,8,10,9,2,9,7,10,10,9,10,10,9,9,10,7,6,8,2,3,9,4,2,8,4,2,4,9,6,4,8,10,9,8,8,2,4,4,10,4,3,6,7,7,7,2,3,9,5,10,3,8,10,10,9,5,9,8,5,8,4,9,5,4,8,5,7,7,8,5,4,8
D111Y1,1181,21/04/2017,SEX,3,4,5,2,2,2,2,2,2,2,2,2,2,8,6,5,3,9,5,3,5,7,3,2,8,8,7,2,7,10,4,7,10,5,2,5,10,9,7,6,9,8,5,9,8,10,4,5,10,8,7,5,9,2,4,4,6,10,3,5,2,2,4,4,4,4,8,3,10,9,8,10,10,5,7,4,9,7,10,5,8,5,2,3,6,3,2,7,2,9,9,5,8,7,8,4
D112Y1,763,22/04/2017,SÁB,4,5,3,2,2,2,2,2,2,2,2,2,2,3,8,6,9,6,8,10,9,3,7,5,9,4,5,7,3,5,5,7,6,5,2,3,10,2,8,10,3,5,2,2,5,2,5,3,7,8,10,7,10,3,6,8,6,8,5,8,8,2,9,4,9,7,2,4,4,9,5,6,5,7,8,7,10,4,5,7,9,7,5,6,9,8,10,4,7,5,3,3,6,9,8,5
D113Y1,1126,23/04/2017,DOM,5,4,5,2,2,2,2,2,2,2,2,2,2,2,7,5,5,2,9,9,9,6,2,2,7,4,6,9,7,2,5,2,10,4,2,9,6,3,4,2,9,10,10,2,6,2,2,10,4,4,5,6,4,2,9,8,9,3,3,10,2,10,10,10,5,8,3,5,9,3,7,4,2,2,6,9,3,4,7,10,6,4,8,7,8,3,7,10,6,6,5,6,6,2,8,7
D114Y1,682,24/04/2017,SEG,3,3,4,2,2,2,2,2,2,2,2,2,2,9,10,8,9,2,5,9,6,6,2,5,4,7,4,4,4,6,8,7,2,8,2,7,8,10,6,3,4,4,10,4,10,3,7,2,2,6,10,4,4,10,7,10,10,5,9,9,8,8,4,4,5,5,6,4,4,10,7,5,5,10,6,9,5,8,9,10,9,5,2,8,6,7,3,3,6,5,6,9,6,7,7,4
D115Y1,1148,25/04/2017,TER,3,2,2,2,2,2,2,2,2,2,2,2,2,10,5,4,9,9,2,2,10,9,8,6,8,10,10,9,5,6,4,3,7,6,7,8,10,6,7,4,7,9,6,10,6,2,7,5,5,10,10,7,7,2,9,5,5,4,10,10,7,3,7,6,4,6,9,10,8,8,9,4,5,5,4,8,2,4,8,3,3,8,2,4,10,10,7,7,2,6,2,8,4,3,9,8
D116Y1,569,26/04/2017,QUA,4,4,4,2,2,2,2,2,2,2,2,2,2,8,4,7,4,2,3,10,2,10,5,6,5,3,3,3,8,6,9,10,6,3,8,3,6,5,10,10,8,10,3,4,7,3,6,4,7,5,9,5,5,9,10,5,4,7,6,10,3,10,8,9,8,7,5,5,9,8,9,5,5,8,2,4,4,4,9,6,6,8,10,2,3,9,5,4,9,4,7,6,9,5,7,4
D117Y1,634,27/04/2017,QUI,3,4,4,2,2,2,2,2,2,2,2,2,2,3,2,10,7,3,6,5,7,9,7,5,6,7,2,10,9,3,3,8,9,10,7,7,8,8,3,3,3,8,6,9,3,6,7,8,2,5,2,3,8,4,4,7,9,10,4,7,10,9,10,5,9,10,10,6,3,7,8,8,4,8,10,7,9,9,4,10,9,9,3,8,5,3,9,4,4,2,9,4,7,5,5,8
D118Y1,1016,28/04/2017,SEX,3,4,4,2,2,2,2,2,2,2,2,2,2,10,10,8,7,2,9,10,8,5,4,9,9,5,5,3,8,7,9,4,9,2,9,5,10,2,3,10,8,3,10,9,5,5,4,2,6,8,7,10,5,9,7,3,3,5,3,8,7,2,6,10,6,2,8,6,9,8,2,8,8,8,9,9,5,2,7,6,10,2,5,5,3,5,7,2,9,9,10,8,9,2,8,4
D119Y1,960,29/04/2017,SÁB,3,4,4,2,2,2,2,2,2,2,2,2,2,6,6,10,2,7,5,9,7,6,5,5,4,3,7,3,2,3,6,4,3,3,8,5,3,3,2,6,6,7,8,8,3,5,6,4,8,5,6,7,5,6,4,7,6,10,7,10,8,10,10,5,3,3,8,2,7,9,2,9,3,3,7,5,8,3,4,7,6,5,8,8,4,3,7,3,8,6,9,4,6,10,4,6
